movement_id,sku,description,qty,moved_at,invoice_no,unit_price_gbp,customer_id,country
mv-0000447,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2010-12-01 11:41:00,536408,2.10,14307,United Kingdom
mv-0000448,22418,10 COLOUR SPACEBOY PEN,24,2010-12-01 11:41:00,536408,0.85,14307,United Kingdom
mv-0000449,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2010-12-01 11:41:00,536408,1.25,14307,United Kingdom
mv-0000450,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2010-12-01 11:41:00,536408,0.95,14307,United Kingdom
mv-0000451,21733,RED HANGING HEART T-LIGHT HOLDER,6,2010-12-01 11:41:00,536408,2.95,14307,United Kingdom
mv-0000452,22465,HANGING METAL STAR LANTERN,12,2010-12-01 11:41:00,536408,1.65,14307,United Kingdom
mv-0000453,84949,SILVER HANGING T-LIGHT HOLDER,6,2010-12-01 11:41:00,536408,1.65,14307,United Kingdom
mv-0000454,20685,DOORMAT RED RETROSPOT,2,2010-12-01 11:41:00,536408,7.95,14307,United Kingdom
mv-0000455,48194,DOORMAT HEARTS,2,2010-12-01 11:41:00,536408,7.95,14307,United Kingdom
mv-0000456,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,2010-12-01 11:41:00,536408,1.65,14307,United Kingdom
mv-0000457,22219,LOVEBIRD HANGING DECORATION WHITE,12,2010-12-01 11:41:00,536408,0.85,14307,United Kingdom
mv-0000458,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-01 11:41:00,536408,1.69,14307,United Kingdom
mv-0000459,21754,HOME BUILDING BLOCK WORD,3,2010-12-01 11:41:00,536408,5.95,14307,United Kingdom
mv-0000460,21755,LOVE BUILDING BLOCK WORD,3,2010-12-01 11:41:00,536408,5.95,14307,United Kingdom
mv-0000461,22766,PHOTO FRAME CORNICE,8,2010-12-01 11:41:00,536408,2.95,14307,United Kingdom
mv-0000462,22610,PENS ASSORTED FUNNY FACE,36,2010-12-01 11:41:00,536408,0.85,14307,United Kingdom
mv-0000463,22716,CARD CIRCUS PARADE,12,2010-12-01 11:41:00,536408,0.42,14307,United Kingdom
mv-0000464,22706,WRAP COWBOYS,25,2010-12-01 11:41:00,536408,0.42,14307,United Kingdom
mv-0000465,22371,AIRLINE BAG VINTAGE TOKYO 78,4,2010-12-01 11:41:00,536408,4.25,14307,United Kingdom
mv-0000466,85014B,RED RETROSPOT UMBRELLA,3,2010-12-01 11:41:00,536408,5.95,14307,United Kingdom
mv-0000467,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,2010-12-01 11:41:00,536408,5.95,14307,United Kingdom
mv-0000468,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,6,2010-12-01 11:41:00,536408,3.75,14307,United Kingdom
mv-0000469,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2010-12-01 11:41:00,536408,0.55,14307,United Kingdom
mv-0000470,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2010-12-01 11:41:00,536408,1.45,14307,United Kingdom
mv-0000471,22914,BLUE COAT RACK PARIS FASHION,3,2010-12-01 11:41:00,536408,4.95,14307,United Kingdom
mv-0000472,22553,PLASTERS IN TIN SKULLS,12,2010-12-01 11:41:00,536408,1.65,14307,United Kingdom
mv-0000473,16237,SLEEPING CAT ERASERS,30,2010-12-01 11:41:00,536408,0.21,14307,United Kingdom
mv-0000474,22714,CARD BIRTHDAY COWBOY,12,2010-12-01 11:41:00,536408,0.42,14307,United Kingdom
mv-0000475,22812,PACK 3 BOXES CHRISTMAS PANNETONE,12,2010-12-01 11:41:00,536408,1.95,14307,United Kingdom
mv-0000476,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6,2010-12-01 11:41:00,536408,2.55,14307,United Kingdom
mv-0000477,21587,COSY HOUR GIANT TUBE MATCHES,12,2010-12-01 11:41:00,536408,2.55,14307,United Kingdom
mv-0000478,22736,RIBBON REEL MAKING SNOWMEN,10,2010-12-01 11:41:00,536408,1.65,14307,United Kingdom
mv-0000479,22492,MINI PAINT SET VINTAGE,36,2010-12-01 11:41:00,536408,0.65,14307,United Kingdom
mv-0000480,22620,4 TRADITIONAL SPINNING TOPS,12,2010-12-01 11:41:00,536408,1.25,14307,United Kingdom
mv-0000481,22619,SET OF 6 SOLDIER SKITTLES,4,2010-12-01 11:41:00,536408,3.75,14307,United Kingdom
mv-0000482,21705,BAG 500g SWIRLY MARBLES,12,2010-12-01 11:41:00,536408,1.65,14307,United Kingdom
mv-0000483,90199C,5 STRAND GLASS NECKLACE CRYSTAL,3,2010-12-01 11:45:00,536409,6.35,17908,United Kingdom
mv-0000484,21479,WHITE SKULL HOT WATER BOTTLE,1,2010-12-01 11:45:00,536409,3.75,17908,United Kingdom
mv-0000485,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2010-12-01 11:45:00,536409,4.95,17908,United Kingdom
mv-0000486,22785,SQUARECUSHION COVER PINK UNION FLAG,1,2010-12-01 11:45:00,536409,6.75,17908,United Kingdom
mv-0000487,22975,SPACEBOY CHILDRENS EGG CUP,1,2010-12-01 11:45:00,536409,1.25,17908,United Kingdom
mv-0000488,22972,CHILDREN'S SPACEBOY MUG,1,2010-12-01 11:45:00,536409,1.65,17908,United Kingdom
mv-0000489,22866,HAND WARMER SCOTTY DOG DESIGN,1,2010-12-01 11:45:00,536409,2.10,17908,United Kingdom
mv-0000490,22568,FELTCRAFT CUSHION OWL,1,2010-12-01 11:45:00,536409,3.75,17908,United Kingdom
mv-0000491,85116,BLACK CANDELABRA T-LIGHT HOLDER,1,2010-12-01 11:45:00,536409,2.10,17908,United Kingdom
mv-0000492,22664,TOY TIDY DOLLY GIRL DESIGN,1,2010-12-01 11:45:00,536409,2.10,17908,United Kingdom
mv-0000493,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,1,2010-12-01 11:45:00,536409,2.95,17908,United Kingdom
mv-0000494,21866,UNION JACK FLAG LUGGAGE TAG,1,2010-12-01 11:45:00,536409,1.25,17908,United Kingdom
mv-0000495,20669,RED HEART LUGGAGE TAG,1,2010-12-01 11:45:00,536409,1.25,17908,United Kingdom
mv-0000496,90129F,RED GLASS TASSLE BAG CHARM,1,2010-12-01 11:45:00,536409,2.95,17908,United Kingdom
mv-0000497,90210B,CLEAR ACRYLIC FACETED BANGLE,1,2010-12-01 11:45:00,536409,2.95,17908,United Kingdom
mv-0000498,90199C,5 STRAND GLASS NECKLACE CRYSTAL,1,2010-12-01 11:45:00,536409,6.35,17908,United Kingdom
mv-0000499,21955,DOORMAT UNION JACK GUNS AND ROSES,1,2010-12-01 11:45:00,536409,7.95,17908,United Kingdom
mv-0000500,72802C,VANILLA SCENT CANDLE JEWELLED BOX,1,2010-12-01 11:45:00,536409,4.25,17908,United Kingdom
mv-0000501,22109,FULL ENGLISH BREAKFAST PLATE,1,2010-12-01 11:45:00,536409,3.75,17908,United Kingdom
mv-0000502,85116,BLACK CANDELABRA T-LIGHT HOLDER,5,2010-12-01 11:45:00,536409,2.10,17908,United Kingdom
mv-0000503,22531,MAGIC DRAWING SLATE CIRCUS PARADE,1,2010-12-01 11:45:00,536409,0.42,17908,United Kingdom
mv-0000504,21811,CHRISTMAS HANGING HEART WITH BELL,1,2010-12-01 11:45:00,536409,1.25,17908,United Kingdom
mv-0000505,22183,CAKE STAND VICTORIAN FILIGREE MED,1,2010-12-01 11:45:00,536409,6.75,17908,United Kingdom
mv-0000506,21678,PAISLEY PATTERN  STICKERS,6,2010-12-01 11:45:00,536409,0.85,17908,United Kingdom
mv-0000507,21676,FLOWERS  STICKERS,6,2010-12-01 11:45:00,536409,0.85,17908,United Kingdom
mv-0000508,84625A,PINK NEW BAROQUECANDLESTICK CANDLE,1,2010-12-01 11:45:00,536409,2.95,17908,United Kingdom
mv-0000509,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,3,2010-12-01 11:45:00,536409,2.95,17908,United Kingdom
mv-0000510,21931,JUMBO STORAGE BAG SUKI,2,2010-12-01 11:45:00,536409,1.95,17908,United Kingdom
mv-0000511,85169B,BLACK LOVE BIRD CANDLE,12,2010-12-01 11:45:00,536409,1.25,17908,United Kingdom
mv-0000512,16238,PARTY TIME PENCIL ERASERS,28,2010-12-01 11:45:00,536409,0.21,17908,United Kingdom
mv-0000513,20668,DISCO BALL CHRISTMAS DECORATION,24,2010-12-01 11:45:00,536409,0.12,17908,United Kingdom
mv-0000514,84906,PINK B'FLY C/COVER W BOBBLES,1,2010-12-01 11:45:00,536409,5.95,17908,United Kingdom
mv-0000515,21867,PINK UNION JACK  LUGGAGE TAG,1,2010-12-01 11:45:00,536409,1.25,17908,United Kingdom
mv-0000516,22075,6 RIBBONS ELEGANT CHRISTMAS,1,2010-12-01 11:45:00,536409,1.65,17908,United Kingdom
mv-0000517,21866,UNION JACK FLAG LUGGAGE TAG,1,2010-12-01 11:45:00,536409,1.25,17908,United Kingdom
mv-0000518,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,2010-12-01 11:45:00,536409,0.65,17908,United Kingdom
mv-0000519,21065,BOOM BOX SPEAKER GIRLS,1,2010-12-01 11:45:00,536409,5.95,17908,United Kingdom
mv-0000520,22074,6 RIBBONS SHIMMERING PINKS,1,2010-12-01 11:45:00,536409,1.65,17908,United Kingdom
mv-0000521,22900,SET 2 TEA TOWELS I LOVE LONDON,1,2010-12-01 11:45:00,536409,2.95,17908,United Kingdom
mv-0000522,20713,JUMBO BAG OWLS,1,2010-12-01 11:45:00,536409,1.95,17908,United Kingdom
mv-0000523,20966,SANDWICH BATH SPONGE,2,2010-12-01 11:45:00,536409,1.25,17908,United Kingdom
mv-0000524,21116,OWL DOORSTOP,1,2010-12-01 11:45:00,536409,4.95,17908,United Kingdom
mv-0000525,90199C,5 STRAND GLASS NECKLACE CRYSTAL,2,2010-12-01 11:45:00,536409,6.35,17908,United Kingdom
mv-0000526,22633,HAND WARMER UNION JACK,1,2010-12-01 11:45:00,536409,2.10,17908,United Kingdom
mv-0000527,22866,HAND WARMER SCOTTY DOG DESIGN,1,2010-12-01 11:45:00,536409,2.10,17908,United Kingdom
mv-0000528,22198,LARGE POPCORN HOLDER,1,2010-12-01 11:45:00,536409,1.65,17908,United Kingdom
mv-0000529,21824,PAINTED METAL STAR WITH HOLLY BELLS,3,2010-12-01 11:45:00,536409,1.45,17908,United Kingdom
mv-0000530,21823,PAINTED METAL HEART WITH HOLLY BELL,3,2010-12-01 11:45:00,536409,1.45,17908,United Kingdom
mv-0000531,22153,ANGEL DECORATION STARS ON DRESS,6,2010-12-01 11:45:00,536409,0.42,17908,United Kingdom
mv-0000532,22197,SMALL POPCORN HOLDER,2,2010-12-01 11:45:00,536409,0.85,17908,United Kingdom
mv-0000533,85099B,JUMBO BAG RED RETROSPOT,2,2010-12-01 11:45:00,536409,1.95,17908,United Kingdom
mv-0000534,85099F,JUMBO BAG STRAWBERRY,1,2010-12-01 11:45:00,536409,1.95,17908,United Kingdom
mv-0000535,20717,STRAWBERRY SHOPPER BAG,1,2010-12-01 11:45:00,536409,1.25,17908,United Kingdom
mv-0000536,20723,STRAWBERRY CHARLOTTE BAG,1,2010-12-01 11:45:00,536409,0.85,17908,United Kingdom
mv-0000537,22900,SET 2 TEA TOWELS I LOVE LONDON,1,2010-12-01 11:45:00,536409,2.95,17908,United Kingdom
mv-0000538,21980,PACK OF 12 RED RETROSPOT TISSUES,12,2010-12-01 11:45:00,536409,0.29,17908,United Kingdom
mv-0000539,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2010-12-01 11:45:00,536409,4.95,17908,United Kingdom
mv-0000540,22112,CHOCOLATE HOT WATER BOTTLE,1,2010-12-01 11:45:00,536409,4.95,17908,United Kingdom
mv-0000541,20728,LUNCH BAG CARS BLUE,3,2010-12-01 11:49:00,536412,1.65,17920,United Kingdom
mv-0000542,22382,LUNCH BAG SPACEBOY DESIGN,3,2010-12-01 11:49:00,536412,1.65,17920,United Kingdom
mv-0000543,22326,ROUND SNACK BOXES SET OF4 WOODLAND,1,2010-12-01 11:49:00,536412,2.95,17920,United Kingdom
mv-0000544,22662,LUNCH BAG DOLLY GIRL DESIGN,4,2010-12-01 11:49:00,536412,1.65,17920,United Kingdom
mv-0000545,22383,LUNCH BAG SUKI  DESIGN,3,2010-12-01 11:49:00,536412,1.65,17920,United Kingdom
mv-0000546,20727,LUNCH BAG  BLACK SKULL.,3,2010-12-01 11:49:00,536412,1.65,17920,United Kingdom
mv-0000547,22328,ROUND SNACK BOXES SET OF 4 FRUITS,1,2010-12-01 11:49:00,536412,2.95,17920,United Kingdom
mv-0000548,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2010-12-01 11:49:00,536412,2.95,17920,United Kingdom
mv-0000549,22630,DOLLY GIRL LUNCH BOX,1,2010-12-01 11:49:00,536412,1.95,17920,United Kingdom
mv-0000550,22629,SPACEBOY LUNCH BOX,1,2010-12-01 11:49:00,536412,1.95,17920,United Kingdom
mv-0000551,21245,GREEN POLKADOT PLATE,1,2010-12-01 11:49:00,536412,1.69,17920,United Kingdom
mv-0000552,21244,BLUE POLKADOT PLATE,1,2010-12-01 11:49:00,536412,1.69,17920,United Kingdom
mv-0000553,21242,RED RETROSPOT PLATE,1,2010-12-01 11:49:00,536412,1.69,17920,United Kingdom
mv-0000554,21243,PINK  POLKADOT PLATE,1,2010-12-01 11:49:00,536412,1.69,17920,United Kingdom
mv-0000555,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2010-12-01 11:49:00,536412,2.95,17920,United Kingdom
mv-0000556,22273,FELTCRAFT DOLL MOLLY,1,2010-12-01 11:49:00,536412,2.95,17920,United Kingdom
mv-0000557,22940,FELTCRAFT CHRISTMAS FAIRY,3,2010-12-01 11:49:00,536412,4.25,17920,United Kingdom
mv-0000558,22652,TRAVEL SEWING KIT,5,2010-12-01 11:49:00,536412,1.65,17920,United Kingdom
mv-0000559,22759,SET OF 3 NOTEBOOKS IN PARCEL,1,2010-12-01 11:49:00,536412,1.65,17920,United Kingdom
mv-0000560,21880,RED RETROSPOT TAPE,10,2010-12-01 11:49:00,536412,0.65,17920,United Kingdom
mv-0000561,21738,COSY SLIPPER SHOES SMALL  RED,1,2010-12-01 11:49:00,536412,2.95,17920,United Kingdom
mv-0000562,22077,6 RIBBONS RUSTIC CHARM,1,2010-12-01 11:49:00,536412,1.65,17920,United Kingdom
mv-0000563,85049E,SCANDINAVIAN REDS RIBBONS,3,2010-12-01 11:49:00,536412,1.25,17920,United Kingdom
mv-0000564,22961,JAM MAKING SET PRINTED,24,2010-12-01 11:49:00,536412,1.45,17920,United Kingdom
mv-0000565,21448,12 DAISY PEGS IN WOOD BOX,2,2010-12-01 11:49:00,536412,1.65,17920,United Kingdom
mv-0000566,22837,HOT WATER BOTTLE BABUSHKA,3,2010-12-01 11:49:00,536412,4.65,17920,United Kingdom
mv-0000567,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2010-12-01 11:49:00,536412,3.75,17920,United Kingdom
mv-0000568,22940,FELTCRAFT CHRISTMAS FAIRY,1,2010-12-01 11:49:00,536412,4.25,17920,United Kingdom
mv-0000569,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2010-12-01 11:49:00,536412,3.75,17920,United Kingdom
mv-0000570,22077,6 RIBBONS RUSTIC CHARM,2,2010-12-01 11:49:00,536412,1.65,17920,United Kingdom
mv-0000571,21738,COSY SLIPPER SHOES SMALL  RED,2,2010-12-01 11:49:00,536412,2.95,17920,United Kingdom
mv-0000572,85049E,SCANDINAVIAN REDS RIBBONS,1,2010-12-01 11:49:00,536412,1.25,17920,United Kingdom
mv-0000573,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,6,2010-12-01 11:49:00,536412,1.65,17920,United Kingdom
mv-0000574,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,2010-12-01 11:49:00,536412,2.10,17920,United Kingdom
mv-0000575,22144,CHRISTMAS CRAFT LITTLE FRIENDS,2,2010-12-01 11:49:00,536412,2.10,17920,United Kingdom
mv-0000576,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,3,2010-12-01 11:49:00,536412,1.65,17920,United Kingdom
mv-0000577,22077,6 RIBBONS RUSTIC CHARM,7,2010-12-01 11:49:00,536412,1.65,17920,United Kingdom
mv-0000578,21448,12 DAISY PEGS IN WOOD BOX,1,2010-12-01 11:49:00,536412,1.65,17920,United Kingdom
mv-0000579,22759,SET OF 3 NOTEBOOKS IN PARCEL,5,2010-12-01 11:49:00,536412,1.65,17920,United Kingdom
mv-0000580,22242,5 HOOK HANGER MAGIC TOADSTOOL,5,2010-12-01 11:49:00,536412,1.65,17920,United Kingdom
mv-0000581,85049E,SCANDINAVIAN REDS RIBBONS,12,2010-12-01 11:49:00,536412,1.25,17920,United Kingdom
mv-0000582,21731,RED TOADSTOOL LED NIGHT LIGHT,5,2010-12-01 11:49:00,536412,1.65,17920,United Kingdom
mv-0000583,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,1,2010-12-01 11:49:00,536412,1.65,17920,United Kingdom
mv-0000584,21739,COSY SLIPPER SHOES SMALL GREEN,2,2010-12-01 11:49:00,536412,2.95,17920,United Kingdom
mv-0000585,21738,COSY SLIPPER SHOES SMALL  RED,5,2010-12-01 11:49:00,536412,2.95,17920,United Kingdom
mv-0000586,22271,FELTCRAFT DOLL ROSIE,2,2010-12-01 11:49:00,536412,2.95,17920,United Kingdom
mv-0000587,22273,FELTCRAFT DOLL MOLLY,1,2010-12-01 11:49:00,536412,2.95,17920,United Kingdom
mv-0000588,22274,FELTCRAFT DOLL EMILY,2,2010-12-01 11:49:00,536412,2.95,17920,United Kingdom
mv-0000589,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2010-12-01 11:49:00,536412,3.75,17920,United Kingdom
mv-0000590,22751,FELTCRAFT PRINCESS OLIVIA DOLL,2,2010-12-01 11:49:00,536412,3.75,17920,United Kingdom
mv-0000591,21034,REX CASH+CARRY JUMBO SHOPPER,1,2010-12-01 11:49:00,536412,0.95,17920,United Kingdom
mv-0000592,22273,FELTCRAFT DOLL MOLLY,2,2010-12-01 11:49:00,536412,2.95,17920,United Kingdom
mv-0000593,22568,FELTCRAFT CUSHION OWL,3,2010-12-01 11:49:00,536412,3.75,17920,United Kingdom
mv-0000594,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,2010-12-01 11:49:00,536412,2.10,17920,United Kingdom
mv-0000595,22144,CHRISTMAS CRAFT LITTLE FRIENDS,1,2010-12-01 11:49:00,536412,2.10,17920,United Kingdom
mv-0000596,22570,FELTCRAFT CUSHION RABBIT,3,2010-12-01 11:49:00,536412,3.75,17920,United Kingdom
mv-0000597,22569,FELTCRAFT CUSHION BUTTERFLY,2,2010-12-01 11:49:00,536412,3.75,17920,United Kingdom
mv-0000598,21448,12 DAISY PEGS IN WOOD BOX,1,2010-12-01 11:49:00,536412,1.65,17920,United Kingdom
mv-0000599,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2010-12-01 11:49:00,536412,2.95,17920,United Kingdom
